shopping_id,loja_nome,segmento,cupons,clientes,valor_total,ticket_medio,shopping_sigla,ranking
3,O Boticário,Beleza e Bem-estar,23,21,2470.05,107.39,NK,91
3,Cabanas,Moda,6,6,2305.69,384.28,NK,92
3,Pizza Hut,Gastronomia,32,26,2271.9,71.0,NK,93
3,Saint Germain,Joalheria,3,3,2266.3,755.43,NK,94
3,BioMundo Produtos Naturais,Beleza e Bem-estar,17,16,2258.69,132.86,NK,95
3,Divino Fogão,Gastronomia,44,34,2243.49,50.99,NK,96
3,Zee Rucci,Moda Feminina,14,13,2204.84,157.49,NK,97
3,Vialaser,Beleza e Bem-estar,3,3,2092.57,697.52,NK,98
3,L'Occitane Au Brésil,Beleza e Bem-estar,13,12,2079.8,159.98,NK,99
3,GNC Cinemas,Lazer,35,29,1990.5,56.87,NK,100
3,Calzedonia,Moda Feminina,10,9,1974.83,197.48,NK,101
3,Subway,Gastronomia,39,24,1886.03,48.36,NK,102
3,L'Occitane en Provence,Beleza e Bem-estar,6,5,1663.4,277.23,NK,103
3,Gelato Borelli,Gastronomia,40,29,1636.4,40.91,NK,104
3,MB Acessórios,Presentes e Acessórios,15,13,1634.8,108.99,NK,105
3,Sinhá Benta Café,Gastronomia,22,17,1596.87,72.58,NK,106
3,Chiquinho Sorvetes,Gastronomia,58,42,1473.5,25.41,NK,107
3,Mr. Cheff,Gastronomia,16,4,1466.21,91.64,NK,108
3,Portus Padaria Artesanal,Gastronomia,23,16,1349.4,58.67,NK,109
3,Estação Choperia,Gastronomia,26,19,1341.0,51.58,NK,110
3,Empório DUHomem,Moda,3,3,1280.7,426.9,NK,111
3,Maze,Calçados,2,1,1189.86,594.93,NK,112
3,GrandVision by Fototica,Ótica,4,2,1134.9,283.73,NK,113
3,Alison Salles Hair Stylist,Salão de Beleza | Barbearia,6,6,1107.2,184.53,NK,114
3,Chilli Beans,Ótica,4,4,1085.88,271.47,NK,115
3,Rei Do Mate,Gastronomia,24,19,1073.1,44.71,NK,116
3,AJ FANS Neumarkt,Promocional,2,2,1000.0,500.0,NK,117
3,Pingu Brinquedos,Infantil,7,7,927.3,132.47,NK,118
3,SmartCase,Eletrônicos,3,3,688.8,229.6,NK,119
3,Unizushi,Gastronomia,2,2,676.5,338.25,NK,120
3,QÓculos,Ótica,3,3,583.43,194.48,NK,121
3,Camarão Express,Gastronomia,8,7,425.9,53.24,NK,122
3,Empório Sabores do Mundo,Gastronomia,5,4,237.0,47.4,NK,123
3,Milky Moo,Gastronomia,4,4,187.0,46.75,NK,124
3,Acium,Joalheria,1,1,119.0,119.0,NK,125
3,Crepefy,Gastronomia,3,3,115.95,38.65,NK,126
3,Mc Donald´s Quiosque 1,Fast Food,6,6,85.8,14.3,NK,127
3,McDonald´s Quiosque,Gastronomia,4,3,85.4,21.35,NK,128
3,LAtte Art Coffee Cafeteria,Gastronomia,2,2,40.0,20.0,NK,129
4,Sabor Brasileiro,Gastronomia,601,39,77565.46,129.06,NR,1
4,Havan,Casa e Decoração,240,163,63184.43,263.27,NR,2
4,Atacadão,Supermercado,394,178,54639.23,138.68,NR,3
4,Pittol,Calçados,107,79,27777.28,259.6,NR,4
4,Renner,Moda,102,83,24731.71,242.47,NR,5
4,Riachuelo,Moda,76,69,20110.48,264.61,NR,6
4,Samsung,Eletrônicos,2,1,19387.0,9693.5,NR,7
4,Centauro,Esportes,46,39,19190.36,417.18,NR,8
4,Cacau Show,Gastronomia,131,95,19125.33,145.99,NR,9
4,Lojas Americanas,Eletrodomésticos,175,135,16575.68,94.72,NR,10
4,Magazine Luiza,Eletrodomésticos,11,10,12933.65,1175.79,NR,11
4,Empório DuHomem,Moda,21,6,12200.82,580.99,NR,12
4,JCanedo,Moda,10,10,11023.08,1102.31,NR,13
4,Avatim,Beleza e Bem-estar,70,24,10907.0,155.81,NR,14
4,Superlegal Brinquedos,Infantil,52,44,10724.1,206.23,NR,15
4,Idéli.oui,Beleza e Bem-estar,24,22,8785.06,366.04,NR,16
4,Motorola,Telefonia,2,2,8348.0,4174.0,NR,17
4,Cobasi,Pets,72,60,8025.14,111.46,NR,18
4,Burger King,Gastronomia,119,48,7666.66,64.43,NR,19
4,Livrarias Catarinense,Livrarias,58,52,7311.16,126.05,NR,20
4,Mc Donalds,Gastronomia,97,69,5068.01,52.25,NR,21
4,Mini Kalzone,Gastronomia,191,129,4582.6,23.99,NR,22
4,Leo Cosméticos,Beleza e Bem-estar,57,52,4236.73,74.33,NR,23
4,Panvel Farmácias,Farmácias,49,41,4230.33,86.33,NR,24
4,Hering,Moda,12,11,4178.71,348.23,NR,25
4,Toni Toys,Infantil,13,13,3518.81,270.68,NR,26
4,Vivara,Joalheria,6,5,3401.72,566.95,NR,27
4,World Tennis,Calçados,10,10,3321.0,332.1,NR,28
4,KFC,Fast Food,56,45,3000.4,53.58,NR,29
4,Jcel Eletrônicos,Telefonia,1,1,2900.0,2900.0,NR,30
4,Beagle,Moda,7,7,2788.65,398.38,NR,31
4,O Boticário,Beleza e Bem-estar,28,24,2753.47,98.34,NR,32
4,Mr. Cheff,Gastronomia,46,17,2548.29,55.4,NR,33
4,Paquetá,Esportes,13,10,2482.77,190.98,NR,34
4,Bkko,Moda,4,3,2449.5,612.38,NR,35
4,Arezzo,Calçados,5,5,2236.11,447.22,NR,36
4,Express Grill,Gastronomia,45,21,2146.96,47.71,NR,37
4,Pratafina,Presentes e Acessórios,11,11,2024.0,184.0,NR,38
4,Zamban Grill,Gastronomia,12,9,1958.86,163.24,NR,39
4,Polo Wear,Moda,13,13,1932.3,148.64,NR,40
4,Óticas Carol,Ótica,3,2,1807.74,602.58,NR,41
4,Cinépolis,Lazer,21,18,1782.0,84.86,NR,42
4,Divino Fogão,Gastronomia - Restaurante,34,16,1748.35,51.42,NR,43
4,Kings Sneakers,Moda,1,1,1469.0,1469.0,NR,44
4,Cia do Terno,Moda,5,4,1320.4,264.08,NR,45
4,Natura,Beleza e Bem-estar,13,13,1319.75,101.52,NR,46
4,Game Mania,Eletrônicos,4,4,1248.8,312.2,NR,47
4,Subway,Gastronomia,23,19,1242.0,54.0,NR,48
4,A Fabulosa,Presentes e Acessórios,30,25,1121.57,37.39,NR,49
4,Chiquinho Sorvetes,Gastronomia - Sorvetes,31,23,996.0,32.13,NR,50
4,La Dullie,Gastronomia,19,14,971.0,51.11,NR,51
4,Milky Moo,Gastronomia,17,10,951.9,55.99,NR,52
4,Feng Cheng,Gastronomia,10,8,877.83,87.78,NR,53
4,Freddo Gelateria,Gastronomia - Sorvetes,18,14,873.28,48.52,NR,54
4,Vialaser,Beleza e Bem-estar,1,1,853.97,853.97,NR,55
4,Boiko Joalheiros,Joalheria,3,1,775.0,258.33,NR,56
4,Estação Choperia,Gastronomia,14,6,763.51,54.54,NR,57
4,Casas Bahia,Eletrodomésticos,1,1,699.0,699.0,NR,58
4,Sinhá Benta,Gastronomia,15,12,673.5,44.9,NR,59
4,Bob's,Gastronomia,19,16,619.27,32.59,NR,60
4,ALLMINI,Presentes e Acessórios,10,9,607.94,60.79,NR,61
4,Senhora Farinha,Gastronomia,6,6,279.49,46.58,NR,62
4,Go Coffee,Gastronomia,4,4,254.5,63.62,NR,63
4,Norte Shopping - Estacionamento,Serviços,13,8,212.0,16.31,NR,64
4,Tech Smart,Eletrônicos,1,1,199.9,199.9,NR,65
4,The Family's Burger & Pizza,Gastronomia,3,3,191.63,63.88,NR,66
4,Missbely,Presentes e Acessórios,2,2,134.8,67.4,NR,67
4,Celulares e Cia.,Eletrônicos,1,1,89.0,89.0,NR,68
4,TOUTI Blumenau,Beleza e Bem-estar,1,1,79.9,79.9,NR,69
4,Orientali,Gastronomia,1,1,79.73,79.73,NR,70
4,Bob's (Quiosque 1),Gastronomia - Sorvetes,3,2,63.0,21.0,NR,71
4,Bob's (Quiosque 2),Gastronomia - Sorvetes,2,2,36.0,18.0,NR,72
4,Fun Case,Eletrônicos,1,1,20.0,20.0,NR,73
4,H'Cel,Eletrônicos,1,1,16.0,16.0,NR,74
4,Vivo,Telefonia,2,2,14.83,7.42,NR,75
5,Renner,Moda,203,161,50911.18,250.79,GS,1
5,Riachuelo,Moda,135,118,31802.74,235.58,GS,2
5,C&A,Moda,110,91,29240.57,265.82,GS,3
5,Beagle,Moda,48,24,25035.83,521.58,GS,4
5,Centauro,Esportes,71,64,23577.49,332.08,GS,5
5,Shoulder,Moda Feminina,12,12,18508.29,1542.36,GS,6
5,Hering,Moda,53,48,17881.13,337.38,GS,7
5,Vivo,Telefonia,16,4,17217.1,1076.07,GS,8
5,Idéli Oui,Beleza e Bem-estar,39,29,16562.43,424.68,GS,9
5,Coliseu,Joalheria,14,5,16028.95,1144.92,GS,10
5,Pittol,Calçados,58,51,15507.64,267.37,GS,11
5,Le Lis Blanc,Moda,15,13,14844.16,989.61,GS,12
5,Levi's,Moda,23,21,14022.74,609.68,GS,13
5,Lindt,Gastronomia,65,54,12199.25,187.68,GS,14
5,Polo Wear,Moda,35,20,11761.9,336.05,GS,15
5,Carter's,Infantil,21,21,11235.5,535.02,GS,16
5,Youcom,Moda,29,23,10826.31,373.32,GS,17
5,Live!,Moda,14,13,10813.78,772.41,GS,18
5,Outback Steakhouse,Gastronomia,53,40,10644.99,200.85,GS,19
5,Panvel Farmácias,Farmácias,76,63,9236.18,121.53,GS,20
5,Granado Phamácias,Farmácias,44,36,9140.1,207.73,GS,21
5,Farm,Moda Feminina,18,17,9080.91,504.5,GS,22
5,Superlegal,Infantil,56,48,9008.3,160.86,GS,23
5,Dona Torta,Gastronomia,151,104,8974.43,59.43,GS,24
5,Cotton On,Moda,35,30,8725.47,249.3,GS,25
5,Kalunga,Papelaria,90,75,8664.56,96.27,GS,26
5,Arezzo,Calçados,12,12,8325.9,693.82,GS,27
5,Aramis Menswear,Moda,6,5,8057.8,1342.97,GS,28
5,Damyller,Moda,8,8,7562.0,945.25,GS,29
5,Livrarias Curitiba,Livrarias,86,74,7445.26,86.57,GS,30
5,Brooksfield,Moda,6,5,7024.02,1170.67,GS,31
5,Ri Happy,Infantil,42,33,6998.62,166.63,GS,32
5,Chuá Brand,Moda,3,3,6632.26,2210.75,GS,33
5,JCanedo,Moda,10,8,6498.34,649.83,GS,34
5,Leo Cosméticos,Beleza e Bem-estar,91,81,6214.11,68.29,GS,35
5,Makenji,Moda,15,15,6172.56,411.5,GS,36
5,Pop Me,Moda,23,22,5795.5,251.98,GS,37
5,Magazine Luiza,Eletrodomésticos,6,6,5694.5,949.08,GS,38
5,Luiza Barcelos,Calçados,4,4,5658.7,1414.68,GS,39
5,World Tennis,Calçados,7,7,5476.95,782.42,GS,40
5,Mini Kalzone,Gastronomia,216,86,5196.5,24.06,GS,41
5,VIRUS 41,Calçados,9,9,5122.13,569.13,GS,42
5,Democrata,Calçados,14,12,5083.45,363.1,GS,43
5,Madero,Gastronomia,29,24,5057.46,174.4,GS,44
5,Anacapri,Calçados Femininos,21,20,4958.82,236.13,GS,45
5,Claro,Telefonia,1,1,4858.2,4858.2,GS,46
5,Life Vivara,Joalheria,9,9,4827.0,536.33,GS,47
5,Stanley,Presentes e Acessórios,11,11,4807.3,437.03,GS,48
5,Track&Field,Moda,11,9,4664.16,424.01,GS,49
5,Pratafina,Presentes e Acessórios,25,16,4612.0,184.48,GS,50
5,Calvin Klein,Moda,6,6,4588.9,764.82,GS,51
5,HOPE Moda íntima,Moda Feminina,16,16,4468.5,279.28,GS,52
5,Feng Cheng,Gastronomia,72,38,4446.7,61.76,GS,53
5,Audithorium,Moda,7,6,4280.25,611.46,GS,54
5,Plié,Moda,10,10,3696.3,369.63,GS,55
5,Padrão,Moda,3,3,3566.0,1188.67,GS,56
5,KFC,Gastronomia,67,44,3514.89,52.46,GS,57
5,Kings Sneakers,Moda,3,3,3348.84,1116.28,GS,58
5,Wepink,Não informado,21,18,3051.49,145.31,GS,59
5,Ótica Chilli Beans,Ótica,3,3,2970.97,990.32,GS,60
5,Lupo,Moda,9,9,2844.28,316.03,GS,61
5,Paquetá Esportes,Esportes,11,10,2559.79,232.71,GS,62
5,O Boticário,Beleza e Bem-estar,33,27,2513.68,76.17,GS,63
5,Reserva,Moda,5,5,2477.0,495.4,GS,64
5,Chilli Beans,Ótica,4,4,2453.84,613.46,GS,65
5,Calçados Pegada,Calçados,3,3,2434.97,811.66,GS,66
5,Grano Pasta Ristorante,Gastronomia,48,14,2395.6,49.91,GS,67
5,Morana Acessórios,Presentes e Acessórios,16,14,2373.3,148.33,GS,68
5,Kib´s,Kids,35,24,2274.46,64.98,GS,69
5,OJO Sol & Grau,Ótica,2,2,2120.0,1060.0,GS,70
5,Mamma Mia,Gastronomia,8,8,2094.9,261.86,GS,71
5,Criamigos,Presentes e Acessórios,9,6,2077.9,230.88,GS,72
5,Montana Grill,Gastronomia,38,23,2038.76,53.65,GS,73
5,General Lyy,Moda,12,9,2032.49,169.37,GS,74
5,Valenttina,Moda,29,22,2022.69,69.75,GS,75
5,Burger King,Gastronomia,36,29,1994.29,55.4,GS,76
5,.,Calçados,3,3,1979.96,659.99,GS,77
5,Bibi Calçados,Calçados,7,7,1865.07,266.44,GS,78
5,LUZ DA LUA,Calçados,3,3,1841.4,613.8,GS,79
5,Casa Bauducco,Gastronomia,26,24,1804.62,69.41,GS,80
5,Café Cultura,Gastronomia,38,25,1578.03,41.53,GS,81
5,Purpurata,Presentes e Acessórios,9,9,1567.55,174.17,GS,82
5,Subway,Gastronomia,35,25,1567.2,44.78,GS,83
5,Bagaggio,Presentes e Acessórios,6,6,1561.3,260.22,GS,84
5,ADCOS,Beleza e Bem-estar,3,3,1550.9,516.97,GS,85
5,Officina do Celular,Eletrônicos,5,4,1519.65,303.93,GS,86
5,Natura,Beleza e Bem-estar,11,11,1448.2,131.65,GS,87
5,Metroville Prime Grill,Gastronomia,31,19,1384.69,44.67,GS,88
5,Griletto,Gastronomia - Restaurante,25,16,1354.52,54.18,GS,89
5,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,33,18,1302.14,39.46,GS,90
5,Havaianas,Calçados,10,10,1253.8,125.38,GS,91
5,NOHA SHOES,Calçados,3,3,983.1,327.7,GS,92
5,Inovathi Acessórios,Presentes e Acessórios,3,3,929.87,309.96,GS,93
5,Gnc Joinville Garten,Lazer,10,6,862.5,86.25,GS,94
5,Milon,Infantil,5,5,859.6,171.92,GS,95
5,Crocs,Calçados,3,3,845.0,281.67,GS,96
5,Jah Açaí Joinville,Gastronomia - Sorvetes,31,7,809.77,26.12,GS,97
5,Tennis Place,Calçados,2,2,799.98,399.99,GS,98
5,Botoclinic,Beleza e Bem-estar,1,1,799.0,799.0,GS,99
5,Gelato Borelli,Gastronomia - Sorvetes,14,13,748.0,53.43,GS,100
5,Swell Poke,Gastronomia,11,9,674.0,61.27,GS,101
5,Freddo,Gastronomia,16,16,640.0,40.0,GS,102
5,Piastrini Joinville - Optica Machota,Ótica e Joalheria,1,1,635.0,635.0,GS,103
5,Baummer Semijóias,Presentes e Acessórios,6,6,629.14,104.86,GS,104
5,Shawarma Food Joinville,Gastronomia,11,8,578.3,52.57,GS,105
5,L'occitane Au Brasil,Beleza e Bem-estar,4,4,535.94,133.99,GS,106
5,Havan,Casa e Decoração,1,1,508.79,508.79,GS,107
5,Acium,Presentes e Acessórios,1,1,476.0,476.0,GS,108
5,Bull Prime Steak House,Gastronomia,2,2,422.0,211.0,GS,109
5,CAPA FINA,Telefonia,5,4,357.53,71.51,GS,110
5,Jack Simonéia Garten,Salão de Beleza | Barbearia,1,1,333.5,333.5,GS,111
5,Samsung,Eletrônicos,1,1,309.0,309.0,GS,112
5,TNG,Moda,1,1,299.98,299.98,GS,113
5,Mundo Di Chocolate,Gastronomia,4,4,289.39,72.35,GS,114
5,Chiquinho Sorvetes,Gastronomia - Sorvetes,12,12,253.5,21.12,GS,115
5,SAINT GERMAIN STORE,Joalheria,1,1,249.9,249.9,GS,116
5,Milky Moo,Gastronomia,6,4,234.0,39.0,GS,117
5,Express Grill,Gastronomia - Restaurante,3,2,182.85,60.95,GS,118
5,Vivara,Joalheria,1,1,150.0,150.0,GS,119
5,Wow Park,Infantil,1,1,140.0,140.0,GS,120
5,Manly,Moda Feminina,1,1,129.91,129.91,GS,121
5,Avatim Cheiros Da Terra,Presentes e Acessórios,2,2,99.0,49.5,GS,122
5,McDonald's,Gastronomia,2,2,97.5,48.75,GS,123
5,Fini,Gastronomia,7,5,92.32,13.19,GS,124
5,Tabacaria E Presentes Trevo,Serviços,1,1,89.9,89.9,GS,125
6,Renner,Moda,189,153,55049.61,291.27,NS,1
6,Samsung,Eletrônicos,14,5,41306.5,2950.46,NS,2
6,Colcci,Moda,26,11,36632.85,1408.96,NS,3
6,Las Leñas Parrilla Uruguaya,Gastronomia,126,10,36232.6,287.56,NS,4
6,C&A,Moda,112,91,29072.35,259.57,NS,5
6,Centauro,Esportes,78,55,28565.65,366.23,NS,6
6,Vivara,Joalheria,9,8,27950.0,3105.56,NS,7
6,Riachuelo,Moda,92,82,22232.41,241.66,NS,8
6,Cassol Centerlar,Casa e Decoração,46,35,18091.73,393.3,NS,9
6,Tokaia,Moda,4,3,12820.0,3205.0,NS,10
6,Empório Du Homem,Moda,6,5,12530.08,2088.35,NS,11
6,Luz da Lua,Calçados Femininos,13,12,12285.9,945.07,NS,12
6,Dudalina,Moda,11,10,11767.0,1069.73,NS,13
6,Cobasi,Pets,90,68,11579.03,128.66,NS,14
6,Békko,Moda,11,11,10603.5,963.95,NS,15
6,Cacau Show,Gastronomia,59,45,9853.16,167.0,NS,16
6,Live!,Moda,9,8,8600.82,955.65,NS,17
6,Pittol,Calçados,30,27,8257.15,275.24,NS,18
6,Livraria Catarinense,Livrarias,79,70,8163.21,103.33,NS,19
6,Youcom,Moda,25,23,7449.31,297.97,NS,20
6,Fátima Esportes,Esportes,15,13,7159.0,477.27,NS,21
6,Arezzo,Calçados,12,11,7077.74,589.81,NS,22
6,Damyller,Moda,4,4,7000.0,1750.0,NS,23
6,Acuo,Moda,18,15,6822.24,379.01,NS,24
6,Bagaggio,Presentes e Acessórios,10,10,6602.53,660.25,NS,25
6,Kopenhagen,Não informado,49,44,6492.31,132.5,NS,26
6,Panvel Farmácias,Farmácias,50,42,6241.15,124.82,NS,27
6,Beagle,Moda,13,12,5963.97,458.77,NS,28
6,Fátima Criança,Infantil,28,24,5779.69,206.42,NS,29
6,Aramis,Moda,8,7,5557.71,694.71,NS,30
6,Ritmi Studio,Moda Feminina,19,19,5550.4,292.13,NS,31
6,Lança Perfume,Moda,3,3,5527.3,1842.43,NS,32
6,GrandVision by Fototica,Ótica,3,3,5382.75,1794.25,NS,33
6,BelShop,Beleza e Bem-estar,35,28,5135.52,146.73,NS,34
6,Avatim,Beleza e Bem-estar,34,30,5013.5,147.46,NS,35
6,Hope Nacoes Shopping,Outros,15,14,4948.0,329.87,NS,36
6,Grandvision By Fototica,Gastronomia - Restaurante,3,2,4435.0,1478.33,NS,37
6,Camicado,Casa e Decoração,20,14,4428.09,221.4,NS,38
6,Strutura,Moda,15,8,4119.67,274.64,NS,39
6,Camarão Express,Gastronomia,44,35,3888.02,88.36,NS,40
6,Wepink,Beleza e Bem-estar,28,24,3436.7,122.74,NS,41
6,Kings,Moda,5,2,3363.42,672.68,NS,42
6,Chilli Beans,Ótica,6,6,3054.87,509.14,NS,43
6,Adcos,Beleza e Bem-estar,4,4,3026.96,756.74,NS,44
6,Mini Kalzone,Gastronomia,133,86,2982.1,22.42,NS,45
6,Lupo,Moda,17,17,2957.55,173.97,NS,46
6,Crocs,Calçados,10,10,2955.69,295.57,NS,47
6,Me Linda,Farmácias,19,16,2927.1,154.06,NS,48
6,Calvin Klein e Tommy Hilfiger,Moda,2,2,2815.0,1407.5,NS,49
6,Reserva Nacoes Shopping,Moda,4,4,2813.0,703.25,NS,50
6,Royal Trudel,Gastronomia,40,23,2632.19,65.8,NS,51
6,Lojas Americanas,Supermercado,23,19,2587.72,112.51,NS,52
6,Burger King,Gastronomia,46,38,2534.2,55.09,NS,53
6,Outback SteakHouse,Gastronomia,11,11,2212.99,201.18,NS,54
6,Havaianas,Calçados,24,22,2204.64,91.86,NS,55
6,Ophicina Foot Wear,Não informado,2,2,2199.0,1099.5,NS,56
6,World Tennis,Calçados,5,5,2159.92,431.98,NS,57
6,Uebel Make Up,Beleza e Bem-estar,14,11,2106.08,150.43,NS,58
6,Fátima Bebê,Infantil,10,8,2030.6,203.06,NS,59
6,z Kfc,Gastronomia,45,37,2023.59,44.97,NS,60
6,Tigre Maníacos,Esportes,8,7,2020.91,252.61,NS,61
6,Santo Boteco,Gastronomia,24,14,1864.27,77.68,NS,62
6,Ri Happy Baby,Infantil,14,13,1837.63,131.26,NS,63
6,Mar de Maria,Moda,12,11,1808.11,150.68,NS,64
6,Natura,Beleza e Bem-estar,16,16,1797.18,112.32,NS,65
6,Officina Gelatiera,Gastronomia,28,18,1758.25,62.79,NS,66
6,Griletto,Gastronomia,25,22,1748.2,69.93,NS,67
6,Casa Maria,Casa e Decoração,25,25,1670.34,66.81,NS,68
6,Pandora,Joalheria,3,3,1599.0,533.0,NS,69
6,Villa,Moda,5,5,1540.37,308.07,NS,70
6,Mamma Mia Galeto,Gastronomia,7,7,1499.41,214.2,NS,71
6,Me.Linda,Beleza e Bem-estar,10,8,1483.14,148.31,NS,72
6,Cantinho Grill,Gastronomia,20,13,1364.1,68.2,NS,73
6,Lug's,Gastronomia,25,16,1252.15,50.09,NS,74
6,Mundo Geek,Outros,8,8,1127.4,140.93,NS,75
6,Farm,Moda,3,3,1068.5,356.17,NS,76
6,Polo Wear,Moda,8,8,1060.78,132.6,NS,77
6,Donna Mirô,Gastronomia,21,12,990.27,47.16,NS,78
6,Essence Parfums,Beleza e Bem-estar,1,1,839.37,839.37,NS,79
6,Subway,Gastronomia,14,12,764.2,54.59,NS,80
6,JAH Açaí,Gastronomia,26,19,743.7,28.6,NS,81
6,Baummer,Joalheria,6,6,719.21,119.87,NS,82
6,Via Pian Food,Gastronomia,12,9,704.19,58.68,NS,83
6,Fátima Papelaria,Papelaria,19,16,668.3,35.17,NS,84
6,Kitsu Box,Gastronomia,6,6,647.0,107.83,NS,85
6,z Bob's - Quiosque 2,Gastronomia,18,17,618.7,34.37,NS,86
6,Gnc Cinemas,Lazer,11,10,583.5,53.05,NS,87
6,Panda Sushi,Gastronomia,8,8,439.94,54.99,NS,88
6,Milkymoo,Gastronomia - Sorvetes,11,9,379.0,34.45,NS,89
6,O Boticário,Beleza e Bem-estar,2,2,331.8,165.9,NS,90
6,Milky Moo - Quiosque,Gastronomia,10,5,258.0,25.8,NS,91
6,St.Chicken,Gastronomia,3,3,232.8,77.6,NS,92
6,Gio Gelato Sorveteria Italiana Artesanal,Não informado,7,4,220.5,31.5,NS,93
6,Fábrica Di Chocolate,Gastronomia,2,1,214.71,107.35,NS,94
6,Café Cultura,Gastronomia,5,5,198.0,39.6,NS,95
6,Chef's & Fritas,Gastronomia,2,2,182.0,91.0,NS,96
6,Fini,Gastronomia,7,4,93.32,13.33,NS,97
6,Geror,Ótica,1,1,89.9,89.9,NS,98
6,Panda Café & Chá Mix,Gastronomia,2,2,48.5,24.25,NS,99
6,Estacionamento - Nações Shopping,Serviços,2,2,44.0,22.0,NS,100
6,Tabacaria El Patrono,Presentes e Acessórios,1,1,39.9,39.9,NS,101
6,Le Charbon Crepes e Café,Gastronomia,2,2,39.0,19.5,NS,102
6,Big Jack Cervejaria,Gastronomia,2,2,34.0,17.0,NS,103
6,Drive Kids,Lazer,1,1,30.0,30.0,NS,104
6,Chope do Mestre,Gastronomia,2,1,16.0,8.0,NS,105
